age;paleo_intensity;sigma;sigma_plus;sigma_minus
0;8.019;0.03;8.049;7.989
200;8.765975;1.1125;9.878475;7.653475
400;9.332;1.546;10.878;7.786
600;9.8244;1.694;11.5184;8.1304
800;10.289075;1.75;12.039075;8.539075
1000;10.685;1.631;12.316;9.054
1200;11.063175;1.52125;12.584425;9.541925
1400;11.1196;1.66;12.7796;9.4596
1600;11.044;1.904;12.948;9.14
1800;11.016825;2.1025;13.119325;8.914325
2000;11.1091;2.179;13.2881;8.9301
2200;11.198225;2.2405;13.438725;8.957725
2400;11.0856;2.224;13.3096;8.8616
2600;10.8904;2.18;13.0704;8.7104
2800;10.77125;2.13775;12.909;8.6335
3000;10.8381;2.09;12.9281;8.7481
3200;10.888;2.03925;12.92725;8.84875
3400;10.366;1.928;12.294;8.438
3600;9.61;1.788;11.398;7.822
3800;9.0502;1.67775;10.72795;7.37245
4000;8.97;1.651;10.621;7.319
4200;8.911625;1.63375;10.545375;7.277875
4400;8.8538;1.612;10.4658;7.2418
4600;8.7098;1.596;10.3058;7.1138
4800;8.4794;1.588;10.0674;6.8914
5000;8.2491;1.58;9.8291;6.6691
5200;8.019375;1.572;9.591375;6.447375
5400;7.7892;1.564;9.3532;6.2252
5600;7.6892;1.488;9.1772;6.2012
5800;7.7196;1.34625;9.06585;6.37335
6000;7.7499;1.21;8.9599;6.5399
6200;7.779625;1.07375;8.853375;6.705875
6400;7.8098;0.932;8.7418;6.8778
6600;7.777;0.896;8.673;6.881
6800;7.681225;0.968;8.649225;6.713225
7000;7.5859;1.041;8.6269;6.5449
7200;7.490025;1.11975;8.609775;6.370275
7400;7.3946;1.194;8.5886;6.2006
7600;7.477;1.33;8.807;6.147
7800;7.737225;1.52775;9.264975;6.209475
8000;7.998;1.72;9.718;6.278
8200;8.258775;1.91225;10.171025;6.346525
8400;8.519;2.11;10.629;6.409
8600;8.6922;2.262;10.9542;6.4302
8800;8.7786;2.36825;11.14685;6.41035
9000;8.865;2.479;11.344;6.386
9200;8.9514;2.584;11.5354;6.3674
9400;9.0378;2.688;11.7258;6.3498
9600;8.9506;2.656;11.6066;6.2946
9800;8.6898;2.488;11.1778;6.2018
10000;8.429;2.319;10.748;6.11
10200;8.184957143;2.118785714;10.303742857;6.066171429
10400;8.309571429;1.362857143;9.672428572;6.946714286
10600;8.493071429;0.5041071429;8.9971785719;7.9889642861
10800;8.2295;0.485;8.7145;7.7445
11000;8.293625;1.05375;9.347375;7.239875
11200;7.532625;1.09125;8.623875;6.441375
11400;7.899;1.0375;8.9365;6.8615
11600;5.916625;0.74625;6.662875;5.170375
11800;7.121375;0.78625;7.907625;6.335125
12000;7.843625;0.80125;8.644875;7.042375
12200;8.2085;0.81;9.0185;7.3985
12400;8.004625;1.08875;9.093375;6.915875
12600;7.90975;0.9775;8.88725;6.93225
12800;7.414875;1.0025;8.417375;6.412375
13000;7.626875;1.03875;8.665625;6.588125
13200;7.424375;1.13625;8.560625;6.288125
13400;6.283875;1.01375;7.297625;5.270125
13600;7.208625;0.98625;8.194875;6.222375
13800;7.302125;0.955;8.257125;6.347125
14000;6.95425;0.87;7.82425;6.08425
14200;7.303875;0.68875;7.992625;6.615125
14400;7.11375;0.68125;7.795;6.4325
14600;7.175125;0.82125;7.996375;6.353875
14800;5.10675;0.9125;6.01925;4.19425
15000;5.096625;0.87375;5.970375;4.222875
15200;6.344125;0.73625;7.080375;5.607875
15400;6.8515;0.705;7.5565;6.1465
15600;6.961375;0.82875;7.790125;6.132625
15800;7.414;0.935;8.349;6.479
16000;7.884125;1.11375;8.997875;6.770375
16200;6.09875;0.93;7.02875;5.16875
16400;6.188;0.76625;6.95425;5.42175
16600;7.717;0.77125;8.48825;6.94575
16800;7.21525;0.78;7.99525;6.43525
17000;6.35225;0.63375;6.986;5.7185
17200;6.2685;0.61375;6.88225;5.65475
17400;6.375625;0.67125;7.046875;5.704375
17600;6.72925;0.6225;7.35175;6.10675
17800;6.5455;0.8075;7.353;5.738
18000;6.79075;0.73625;7.527;6.0545
18200;6.68675;0.65375;7.3405;6.033
18400;6.344875;0.59375;6.938625;5.751125
18600;6.263;0.52625;6.78925;5.73675
18800;6.215;0.5975;6.8125;5.6175
19000;6.038625;0.65375;6.692375;5.384875
19200;6.17875;0.8675;7.04625;5.31125
19400;6.06025;0.8875;6.94775;5.17275
19600;5.800125;0.68625;6.486375;5.113875
19800;5.817553718;0.515751957;6.333305675;5.301801761
20000;5.857487458;0.5077475693;6.3652350273;5.3497398887
20200;5.958094866;0.5576042704;6.5156991364;5.4004905956
20400;5.659165058;0.521939087;6.181104145;5.137225971
20600;5.361964897;0.6385868613;6.0005517583;4.7233780357
20800;5.067607177;0.6379489096;5.7055560866;4.4296582674
21000;5.022452927;0.6464777388;5.6689306658;4.3759751882
21200;4.879000242;0.5107630518;5.3897632938;4.3682371902
21400;4.549406965;0.6229811499;5.1723881149;3.9264258151
21600;4.505979844;0.6756130058;5.1815928498;3.8303668382
21800;4.631382732;0.5963763339;5.2277590659;4.0350063981
22000;4.706090667;0.5466542348;5.2527449018;4.1594364322
22200;5.12373104;0.6704789273;5.7942099673;4.4532521127
22400;5.504299858;0.8010084664;6.3053083244;4.7032913916
22600;5.935006183;0.9554155558;6.8904217388;4.9795906272
22800;5.90452462;0.8885855029;6.7931101229;5.0159391171
23000;6.132233054;0.799526044;6.931759098;5.33270701
23200;6.161838898;0.9607042373;7.1225431353;5.2011346607
23400;5.816463765;1.056331849;6.872795614;4.760131916
23600;5.497194358;0.847827502;6.34502186;4.649366856
23800;5.529381354;0.6272372914;6.1566186454;4.9021440626
24000;5.610081225;0.6285943099;6.2386755349;4.9814869151
24200;5.881758918;0.7548119651;6.6365708831;5.1269469529
24400;6.088730483;0.8510932442;6.9398237272;5.2376372388
24600;5.377695083;0.8714634201;6.2491585031;4.5062316629
24800;5.442570363;0.7500271739;6.1925975369;4.6925431891
25000;5.571846049;0.5723773758;6.1442234248;4.9994686732
25200;5.671657964;0.5556778682;6.2273358322;5.1159800958
25400;5.657064877;0.6866938392;6.3437587162;4.9703710378
25600;5.78224562;0.8509540108;6.6331996308;4.9312916092
25800;5.493477733;0.9502051056;6.4436828386;4.5432726274
26000;5.060414032;0.8507368942;5.9111509262;4.2096771378
26200;5.180076042;0.8895625;6.069638542;4.290513542
26400;5.551261458;0.85328125;6.404542708;4.697980208
26600;6.701171875;1.01671875;7.717890625;5.684453125
26800;7.208957292;1.02375;8.232707292;6.185207292
27000;6.931208333;0.94875;7.879958333;5.982458333
27200;6.477862636;0.8223111413;7.3001737773;5.6555514947
27400;6.311263406;0.69449094200000006;7.005754348;5.616772464
27600;6.079049242;0.7841098485;6.8631590905;5.2949393935
27800;6.230784091;0.7344318182;6.9652159092;5.4963522728
28000;5.830928571;0.6927142857;6.5236428567;5.1382142853
28200;5.842821429;0.4974107143;6.3402321433;5.3454107147
28400;5.989553571;0.498875;6.488428571;5.490678571
28600;6.216862338;0.6583636364;6.8752259744;5.5584987016
28800;5.900403209;0.789592246;6.689995455;5.110810963
29000;6.002395882;1.003794118;7.00619;4.998601764
29200;5.867066667;0.9333333333;6.8004000003;4.9337333337
29400;5.696165833;0.78195;6.478115833;4.914215833
29600;5.541174914;0.6359925287;6.1771674427;4.9051823853
29800;5.290827586;0.6917241379;5.9825517239;4.5991034481
30000;5.143;0.7766666667;5.9196666667;4.3663333333
30200;5.217303571;0.8497619048;6.0670654758;4.3675416662
30400;5.894823701;0.9207077922;6.8155314932;4.9741159088
30600;6.837272727;0.9063636364;7.7436363634;5.9309090906
30800;7.52462963;0.9551851852;8.4798148152;6.5694444448
31000;7.910438228;1.079002315;8.989440543;6.831435913
31200;8.491123447;1.043247283;9.53437073;7.447876164
31400;8.342042029;1.010803313;9.352845342;7.331238716
31600;8.550012121;1.028545996;9.578558117;7.521466125
31800;8.783;1.065;9.848;7.718
32000;8.448172727;1.235034091;9.683206818;7.213138636
32200.000000000004;8.955817112;1.389417112;10.345234224;7.5664
32400;9.590948039;1.317250817;10.908198856;8.273697222
32600;9.449060417;1.387670139;10.836730556;8.061390278
32800;8.401197917;1.61234375;10.013541667;6.788854167
33000;8.555033333;1.587;10.142033333;6.968033333
33200;9.688675;1.47175;11.160425;8.216925
33400;9.254166667;0.8333333333;10.0875000003;8.4208333337
33600;7.504583333;0.8466666667;8.3512499997;6.6579166663
33800;5.913625;0.855;6.768625;5.058625
34000;4.6235;0.82;5.4435;3.8035
34200;3.866;0.7833333333;4.6493333333;3.0826666667
34400;3.6505;0.7875;4.438;2.863
34600;4.014;0.7766666667;4.7906666667;3.2373333333
34800;4.709;0.82;5.529;3.889
35000;5.708;0.8785714286;6.5865714286;4.8294285714
35200;6.768125;0.8891785714;7.6573035714;5.8789464286
35400;7.655;0.756;8.411;6.899
35600;7.9314;0.772;8.7034;7.1594
35800;7.607225;0.8841513158;8.4913763158;6.7230736842
36000;7.134;0.7228947368;7.8568947368;6.4111052632
36200;6.89965;0.6086698565;7.5083198565;6.2909801435
36400;6.910532609;0.6174036561;7.5279362651;6.2931289529
36600;6.593817391;0.7031304348;7.2969478258;5.8906869562
36800;6.549072222;0.8668333333;7.4159055553;5.6822388887
37000;6.440066667;0.9791111111;7.4191777781;5.4609555559
37200;6.695511111;1.030555556;7.7260666670000004;5.664955555
37400;6.358916667;0.8415625;7.200479167;5.517354167
37600;6.349316667;0.7294375;7.078754167;5.619879167
37800;6.377366667;0.572;6.949366667;5.805366667
38000;5.70982;0.6394;6.34922;5.07042
38200;5.662474737;0.6836526316;6.3461273686;4.9788221054
38400;5.228405263;0.5913773684;5.8197826314;4.6370278946
38600;4.431;0.6516;5.0826;3.7794
38800;4.085846296;0.7464977778;4.8323440738;3.3393485182
39000;3.718851852;0.77;4.488851852;2.948851852
39200;3.484999929;0.7917126068;4.2767125358;2.6932873221999998
39400;3.43;0.785;4.215;2.645
39600;3.527380673;0.7124596154;4.2398402884;2.8149210576
39800;3.558720163;0.621223913;4.179944076;2.93749625
40000;3.261482087;0.644706087;3.906188174;2.616776
40200;2.829992437;0.6530809375;3.4830733745;2.1769114995
40400;2.0568125;0.5453125;2.602125;1.5115
40600;1.335226562;0.4142361779;1.7494627399;0.9209903841
40800;0.8931692308;0.3067307692;1.1999;0.5864384616
41000;0.8187620192;0.3177506868;1.136512706;0.5010113324
41200;1.00625;0.4217857143;1.4280357143;0.5844642857
41400;1.627863147;0.5358783867;2.1637415337;1.0919847603
41600;2.821372414;0.6074482759;3.4288206899;2.2139241381
41800;3.746517241;0.6324137931;4.3789310341;3.1141034479
42000;4.013399138;0.6866637931;4.7000629311;3.3267353449
42200;3.750724138;0.7839655172;4.5346896552;2.9667586208
42400;4.606282172;0.8451134483;5.4513956203;3.7611687237
42600;5.43988;0.8744;6.31428;4.56548
42800;5.938408;0.908;6.846408;5.030408
43000;6.163762;0.96294;7.126702;5.200822
43200;6.671328;0.8718;7.543128;5.799528
43400;6.4647575;0.8695583333;7.3343158333;5.5951991667
43600;5.320109821;0.8455372024;6.1656470234;4.4745726186
43800;5.537035714;0.8133928571;6.3504285711;4.7236428569
44000;5.756998214;0.7819866071;6.5389848211;4.9750116069
44200;5.935027778;0.7916666667;6.7266944447;5.1433611113
44400;6.092720972;0.8468458333;6.9395668053;5.2458751387
44600;6.29063875;1.116175;7.40681375;5.17446375
44800;6.462204934;0.9581217105;7.4203266445;5.5040832235
45000;6.813686316;1.035515789;7.849202105;5.778170527
45200;6.86666;0.9772;7.84386;5.88946
45400;6.491944;1.10516;7.597104;5.386784
45600;7.069211;1.01059625;8.07980725;6.05861475
45800;6.8223333330000004;0.9445833333;7.7669166663;5.8777499997
46000;6.334427667;0.9183504167;7.2527780837;5.4160772503
46200;6.574072333;0.8903266667;7.4643989997;5.6837456663
46400;7.458991667;0.9398333333;8.3988250003;6.5191583337
46600;7.72225;1.11075;8.833;6.6115
46800;7.5388;1.274;8.8128;6.2648
47000;7.484333333;1.303333333;8.787666666;6.181
47200;7.850416667;1.209597701;9.060014368;6.640818966
47400;9.1352141670000009;1.113735632;10.248949799;8.021478535
47600;9.791233333;1.143333333;10.934566666;8.6479
47800;9.865385833;1.265575;11.130960833;8.599810833
48000;10.25029917;1.332908333;11.583207503;8.917390837
48200;10.8083;1.352666667;12.160966667;9.455633333
48400;11.16609422;1.352824138;12.518918358;9.813270082
48600;10.01080383;1.419201788;11.430005618;8.591602042
48800;9.842666667;1.441111111;11.283777778;8.401555556
49000;10.89047778;1.504712963;12.395190743;9.385764817
49200;12.54314091;1.6895;14.23264091;10.85364091
49400;11.98130909;1.4816;13.46290909;10.49970909
49600;10.64860526;1.397821053;12.046426313;9.250784207
49800;11.09488099;1.323316447;12.418197437;9.771564543
50000;10.46293086;1.320696711;11.783627571;9.142234149
50200;11.13228289;1.432565789;12.564848679;9.699717101
50400;11.92850658;1.322960526;13.251467106;10.605546054
50600;11.55889474;1.349355263;12.908250003;10.209539477
50800;10.68741368;1.325484211;12.012897891;9.361929469
51000;10.23643368;1.234463158;11.470896838;9.001970522
51200;9.818987566;1.106049342;10.925036908;8.712938224
51400;9.48123875;0.9936348684;10.4748736184;8.4876038816
51600;9.484035;1.001502632;10.485537632;8.482532368
51800;9.103180789;0.9863394737;10.0895202627;8.1168413153
52000;8.514215461;0.9004605263;9.4146759873;7.6137549347
52200;9.013133224;0.8839473684;9.8970805924;8.1291858556
52400;9.578130526;0.8714526316;10.4495831576;8.7066778944
52600;10.21803789;0.5926;10.81063789;9.62543789
52800;10.30768836;0.5381125;10.84580086;9.76957586
53000;10.43598401;0.6828480263;11.1188320363;9.7531359837
53200;10.61935974;0.7826894737;11.4020492137;9.8366702663
53400;10.72694553;0.8592578947;11.5862034247;9.8676876353
53600;11.08293947;0.9245921053;12.0075315753;10.1583473647
53800;10.214;1.135;11.349;9.079
54000;9.375198864;1.235477273;10.610676137;8.139721591
54200;9.6265;1.34;10.9665;8.2865
54400;9.729745702;1.459392292;11.189137994;8.27035341
54600;9.70798498;1.47458498;11.18256996;8.2334
54800;10.27960198;1.437784585;11.717386565;8.841817395
55000;11.26369452;1.44822962;12.71192414;9.8154649
55200;12.60207563;1.57343125;14.17550688;11.02864438
55400;13.06149333;1.43;14.49149333;11.63149333
55600;11.139005;1.45335;12.592355;9.685655
55800;10.27334444;1.344555556;11.617899996;8.928788884
56000;9.871426144;1.250797386;11.12222353;8.620628758
56200;9.237383578;1.072160948;10.309544526;8.16522263
56400;8.957145833;0.9213390523;9.8784848853;8.0358067807
56600;8.513925;0.8803970588;9.3943220588;7.6335279412
56800;8.125863235;0.9196029412;9.0454661762;7.2062602938
57000;7.74855239;1.043772059;8.792324449;6.704780331
57200;7.312264063;1.028734375;8.340998438;6.283529688
57400;7.570815313;0.9868572917;8.5576726047;6.5839580213
57600;7.598168889;0.8698666667;8.4680355557;6.7283022223
57800;7.579886111;0.9326666667;8.5125527777;6.6472194443
58000;7.552538462;0.9453846154;8.4979230774;6.6071538466
58200;7.661436538;0.8900528846;8.5514894226;6.7713836534
58400;7.9004625;0.775375;8.6758375;7.1250875
58600;7.488356618;0.7173933824;8.2057500004;6.7709632356
58800;7.371304412;0.9292058824;8.3005102944;6.4420985296
59000;7.048182721;0.9565257353;8.0047084563;6.0916569857
59200;6.465406944;0.7984861111;7.2638930551;5.6669208329
59400;6.188916667;0.7841666667;6.9730833337;5.4047500003
59600;5.972492996;0.7856882937;6.7581812897;5.1868047023
59800;6.245942857;0.7574285714;7.0033714284;5.4885142856
60000;6.463860952;0.6564095238;7.1202704758;5.8074514282
60200;6.338448333;0.5514666667;6.8899149997;5.7869816663
60400;6.45075;0.5666666667;7.0174166667;5.8840833333
60600;6.63325;0.5333333333;7.1665833333;6.0999166667
60800;6.717414;0.5695466667;7.2869606667;6.1478673333
61000;6.628284;0.70927;7.337554;5.919014
61200;6.678164;0.66284;7.341004;6.015324
61400;6.735085;0.69748;7.432565;6.037605
61600;6.43968;0.7168;7.15648;5.72288
61800;5.972957091;0.6830254545;6.6559825455;5.2899316365
62000;5.716185354;0.6642323232;6.3804176772;5.0519530308
62200;5.409527778;0.7394074074;6.1489351854;4.6701203706
62400;5.404777778;0.7348148148;6.1395925928;4.6699629632
62600;5.337357143;0.67;6.007357143;4.667357143
62800;5.165;0.6124285714;5.7774285714;4.5525714286
63000;5.196326857;0.7296114286;5.9259382856;4.4667154284
63200;5.60344;0.8764;6.47984;4.72704
63400;5.722726;0.8921225;6.6148485;4.8306035
63600;5.251528409;0.7386647727;5.9901931817;4.5128636363
63800;4.740736869;0.6147171717;5.3554540407;4.1260196973
64000;4.4036597220000004;0.6380555556;5.0417152776;3.7656041664
64200;4.299273333;0.65035;4.949623333;3.648923333
64400.00000000001;4.420837083;0.5741777778;4.9950148608;3.8466593052
64599.99999999999;4.440083333;0.5222222222;4.9623055552;3.9178611108
64800;4.419740121;0.4727903226;4.8925304436;3.9469497984
65000;4.356516129;0.3987096774;4.7552258064;3.9578064516
65200;4.278060606;0.4024242424;4.6804848484;3.8756363636
65400.00000000001;4.20129307;0.483516934;4.684810004;3.717776136
65600;4.2565;0.52;4.7765;3.7365
65800;4.287361167;0.5517619485;4.8391231155;3.7355992185
66000;4.102526285;0.6117888105;4.7143150955;3.4907374745
66200;3.952096774;0.6364516129;4.5885483869;3.3156451611
66400;3.870806452;0.6380645161;4.5088709681;3.2327419359
66600;3.944354839;0.6880645161;4.6324193551;3.2562903229
66800;4.08310914;0.7199274194;4.8030365594;3.3631817206
67000;4.251115805;0.7158103448;4.9669261498;3.5353054602
67200;4.282275862;0.6806896552;4.9629655172;3.6015862068
67400;4.36226087;0.6556521739;5.0179130439;3.7066086961
67600;4.31947313;0.6385378261;4.9580109561;3.6809353039
67800;3.892566;0.58556;4.478126;3.307006
68000;3.38785;0.4583333333;3.8461833333;2.9295166667
68200;3.641266667;0.4461666667;4.0874333337;3.1951000003
68400;3.936333333;0.5025;4.438833333;3.433833333
68600;4.039666667;0.4941666667;4.5338333337;3.5455000003
68800;4.185715152;0.4347424242;4.6204575762;3.7509727278
69000;4.649342095;0.450243083;5.099585178;4.199099012
69200;5.042892337;0.4719853261;5.5148776631;4.5709070109
69400;5.302704063;0.429909375;5.732613438;4.872794688
69600;5.548271034;0.5035396635;6.0518106975;5.0447313705
69800;5.696560927;0.5060725524;6.2026334794;5.1904883746
70000;5.719848485;0.5460606061;6.2659090911;5.1737878789
70200;5.816852814;0.6316017316;6.4484545456;5.1852510824
70400;6.108504762;0.7670952381;6.8756000001;5.3414095239
70600;6.342009524;0.6614285714;7.0034380954;5.6805809526
70800;6.852744643;0.5464047619;7.3991494049;6.3063398811
71000;7.372134868;0.6242763158;7.9964111838;6.7478585522
71200;7.611902632;0.7569736842;8.3688763162;6.8549289478
71400;7.887444444;0.656;8.543444444;7.231444444
71600;8.288524306;0.7796875;9.068211806;7.508836806
71800;8.163627917;1.2470125;9.410640417;6.916615417
72000;8.451686667;1.13555;9.587236667;7.316136667
72200;8.167816667;1.05825;9.226066667;7.109566667
72400;7.404983333;0.9181944444;8.3231777774;6.4867888886
72600;7.011846505;0.8239910394;7.8358375444;6.1878554656
72800;7.155193548;0.8674193548;8.0226129028;6.2877741932
73000;7.032532258;0.8861290323;7.9186612903;6.1464032257
73200;6.435495917;0.8280551915;7.2635511085;5.6074407255
73400;6.6420625;0.7615625;7.403625;5.8805
73600;7.071335938;0.7346484375;7.8059843755;6.3366875005
73800;7.464307692;0.8091826923;8.2734903843;6.6551249997
74000;7.701384615;0.8703846154;8.5717692304;6.8309999996
74200;7.659507692;0.8619326923;8.5214403843;6.7975749997
74400;7.2582375;0.7265625;7.9848;6.531675
74600;7.0054625;0.6742946429;7.6797571429;6.3311678571
74800;7.3912;0.8703428571;8.2615428571;6.5208571429
75000;8.190795;0.8662;9.056995;7.324595
75200;7.961165714;0.8610285714;8.8221942854;7.1001371426
75400;8.530214286;0.7580714286;9.2882857146;7.7721428574
75600;8.823792308;0.9045;9.728292308;7.919292308
75800;9.329932692;0.96775;10.297682692;8.362182692
76000;9.605664286;1.0545;10.660164286;8.551164286
76200;8.643171429;0.9865714286;9.6297428576;7.6566000004
76400;7.962054286;1.145628571;9.107682857;6.816425715
76600;7.896727857;1.246657143;9.143385;6.650070714
76800;8.343462912;1.259642857;9.603105769;7.083820055
77000;7.062153846;1.098615385;8.160769231;5.963538461
77200;7.340461538;1.191538462;8.532;6.148923076
77400;7.289703846;1.244846154;8.53455;6.044857692
77600;5.761807143;1.085404762;6.847211905;4.676402381
77800;5.758486607;1.122470238;6.880956845;4.636016369
78000;5.75606875;0.9484375;6.70450625;4.80763125
78200;6.1154325;0.8601375;6.97557;5.255295
78400;7.491505;1.12855;8.620055;6.362955
