date,Apple,Amazon,Google,Meta,Microsoft,Netflix
2019-01-01,1.0,1.0,1.0,1.0,1.0,1.0
2019-01-08,1.01399,0.99245,0.97782,1.05317,0.9999,1.05581
2019-01-15,1.0601,1.04093,1.02796,1.08685,1.05536,1.07535
2019-01-22,1.05658,1.00514,1.00158,1.06824,1.02959,1.06444
2019-01-29,1.15764,1.00233,1.06029,1.22601,1.03606,1.11416
2019-02-05,1.14534,0.97637,1.02492,1.20094,1.03126,1.09637
2019-02-12,1.15697,0.98677,1.04236,1.17711,1.06036,1.1317
2019-02-19,1.18284,1.00214,1.03838,1.19247,1.09338,1.15402
2019-02-26,1.19384,1.04091,1.07433,1.21239,1.10464,1.11321
2019-03-05,1.21454,1.02523,1.1005,1.24643,1.11025,1.13801
2019-03-12,1.27646,1.06913,1.10845,1.1624,1.15689,1.15253
2019-03-19,1.28135,1.08883,1.11663,1.20456,1.15777,1.16138
2019-03-26,1.29832,1.11333,1.11797,1.22202,1.17116,1.1637
2019-04-02,1.35847,1.13522,1.12678,1.26715,1.18011,1.1461
2019-04-09,1.35256,1.13216,1.14293,1.30134,1.19113,1.10633
2019-04-16,1.38854,1.15821,1.1689,1.31431,1.2178,1.19661
2019-04-23,1.38909,1.18958,1.20516,1.41094,1.27694,1.17914
2019-04-30,1.41536,1.19702,1.11325,1.40442,1.261,1.20083
2019-05-07,1.26084,1.11854,1.05957,1.31503,1.21376,1.09488
2019-05-14,1.24777,1.14082,1.06595,1.32358,1.24201,1.10392
2019-05-21,1.2197,1.11891,1.06091,1.31155,1.2468,1.12383
2019-05-28,1.18106,1.03877,0.9699,1.18906,1.18359,1.06751
2019-06-04,1.31245,1.14183,1.01122,1.26635,1.30961,1.11629
2019-06-11,1.32138,1.15742,1.02257,1.36914,1.31208,1.11188
2019-06-18,1.35334,1.17452,1.04411,1.39515,1.36077,1.17663
2019-06-25,1.37358,1.17961,1.02767,1.39804,1.34003,1.18792
2019-07-02,1.36315,1.1981,1.04489,1.41804,1.35268,1.19287
2019-07-09,1.39853,1.24024,1.0767,1.47707,1.37184,1.16255
2019-07-16,1.41222,1.21854,1.06522,1.46556,1.36719,0.98503
2019-07-23,1.42899,1.17363,1.16007,1.41934,1.39287,1.05505
2019-07-30,1.31763,1.08323,1.07856,1.31641,1.30576,0.97555
2019-08-06,1.36629,1.09537,1.09951,1.34277,1.34112,0.9857
2019-08-13,1.439,1.11452,1.12173,1.34857,1.367,0.9811
2019-08-20,1.41259,1.08552,1.09407,1.30648,1.34222,0.93543
2019-08-27,1.42799,1.09008,1.11205,1.34495,1.3661,0.93153
2019-09-03,1.46513,1.12387,1.12731,1.36733,1.36273,0.93341
2019-09-10,1.50433,1.10944,1.15248,1.34893,1.35094,0.93325
2019-09-17,1.49626,1.09561,1.15504,1.35328,1.37878,0.84328
2019-09-24,1.53218,1.0653,1.14097,1.28997,1.37769,0.84867
2019-10-01,1.55331,1.0633,1.13037,1.30156,1.35877,0.87036
2019-10-08,1.61358,1.06561,1.13923,1.32763,1.38284,0.90547
2019-10-15,1.64533,1.09583,1.16638,1.37457,1.37175,0.88175
2019-10-22,1.70375,1.09056,1.20742,1.37197,1.42882,0.89383
2019-10-29,1.76155,1.10749,1.20871,1.4105,1.43239,0.92871
2019-11-05,1.79371,1.08723,1.21603,1.37349,1.44785,0.9329
2019-11-12,1.83271,1.0755,1.23616,1.42992,1.48977,0.9595
2019-11-19,1.8277,1.08857,1.22305,1.44723,1.49859,1.00067
2019-11-26,1.81254,1.09333,1.20735,1.44658,1.48698,0.98303
2019-12-03,1.83148,1.07364,1.25756,1.45846,1.50498,0.95928
2019-12-10,1.92027,1.08573,1.27404,1.43368,1.54644,0.9647
2019-12-17,1.94867,1.10033,1.2625,1.49352,1.56513,1.05632
2019-12-24,2.00027,1.1334,1.25061,1.4807,1.56692,1.02527
2019-12-31,2.05708,1.16776,1.30496,1.54002,1.58124,1.06498
2020-01-07,2.17483,1.16066,1.3471,1.60746,1.6235,1.07478
2020-01-14,2.18697,1.14434,1.38563,1.60913,1.66148,1.07715
2020-01-21,2.11987,1.12202,1.34211,1.55646,1.61356,1.08733
2020-01-28,2.11788,1.22994,1.39082,1.4791,1.73387,1.13528
2020-02-04,2.20632,1.30954,1.41211,1.54335,1.87625,1.17673
2020-02-11,2.23494,1.31013,1.42339,1.55147,1.84294,1.20632
2020-02-18,2.05082,1.23306,1.33059,1.45397,1.69917,1.16921
2020-02-25,2.05516,1.1991,1.30019,1.42296,1.72275,1.20838
2020-03-03,1.83067,1.105,1.13775,1.22782,1.50171,1.09878
2020-03-10,1.66587,1.0366,1.01492,1.05766,1.35016,0.94768
2020-03-17,1.54317,1.16773,0.98898,1.0728,1.35575,1.14248
2020-03-24,1.75253,1.20524,1.07341,1.2021,1.59752,1.17638
2020-03-31,1.80522,1.22588,1.11094,1.1992,1.64777,1.20492
2020-04-07,1.87936,1.331,1.13962,1.26614,1.65017,1.25807
2020-04-14,1.90467,1.46891,1.18553,1.29113,1.74538,1.38736
2020-04-21,1.94759,1.45811,1.19421,1.3582,1.73531,1.33627
2020-04-28,2.0163,1.42128,1.24187,1.48685,1.78307,1.35774
2020-05-05,2.16658,1.47836,1.31343,1.54422,1.86183,1.39697
2020-05-12,2.1721,1.48895,1.29535,1.5443,1.84359,1.43521
2020-05-19,2.1992,1.49547,1.32014,1.70163,1.82963,1.36145
2020-05-26,2.21961,1.51643,1.34017,1.6799,1.82793,1.35067
2020-06-02,2.29968,1.54897,1.35401,1.6762,1.88322,1.33028
2020-06-09,2.36541,1.57881,1.32896,1.68417,1.88901,1.34934
2020-06-16,2.47492,1.66542,1.35892,1.73285,2.00529,1.48424
2020-06-23,2.49499,1.6449,1.30567,1.59826,1.984,1.41828
2020-06-30,2.57823,1.87605,1.39996,1.74053,2.10657,1.56596
2020-07-07,2.63381,1.90487,1.4146,1.73126,2.07028,1.66646
2020-07-14,2.71326,1.96184,1.46549,1.77776,2.11557,1.59323
2020-07-21,2.6154,1.87493,1.43225,1.69142,2.03808,1.5718
2020-07-28,3.00512,1.90971,1.38007,1.82514,2.16496,1.58121
2020-08-04,3.10967,1.93197,1.40033,1.90511,2.08208,1.53289
2020-08-11,3.16723,1.95299,1.42081,1.89178,2.10237,1.52962
2020-08-18,3.47813,2.02973,1.48654,1.96588,2.13646,1.5501
2020-08-25,3.56608,2.11779,1.52957,2.12387,2.26029,1.67933
2020-09-01,3.34278,2.02185,1.48919,2.04803,2.14724,1.63649
2020-09-08,3.18802,1.90423,1.42203,1.92792,2.05865,1.51031
2020-09-15,3.04211,1.81679,1.33955,1.79754,2.02988,1.54547
2020-09-22,3.17697,1.94786,1.37077,1.86034,2.09903,1.55594
2020-09-29,3.21953,1.96329,1.3909,1.91706,2.10846,1.65108
2020-10-06,3.43785,2.11286,1.46871,1.99746,2.2189,1.71183
2020-10-13,3.20516,1.96821,1.43638,1.89352,2.14694,1.68301
2020-10-20,3.17946,1.9681,1.48864,2.00732,2.10545,1.5483
2020-10-27,3.00591,1.84379,1.52194,1.89323,2.02778,1.53523
2020-11-03,3.21455,1.92925,1.65015,2.01934,2.18873,1.49204
2020-11-10,3.33028,1.92147,1.66735,2.02072,2.17711,1.51931
2020-11-17,3.15172,1.90142,1.62381,1.94444,2.10575,1.51145
2020-11-24,3.29568,1.94417,1.64803,2.0063,2.15105,1.5561
2020-12-01,3.42579,1.93801,1.70301,2.06867,2.15326,1.63563
2020-12-08,3.37125,1.93737,1.64739,1.98616,2.15236,1.65669
2020-12-15,3.54981,1.96757,1.62803,1.97602,2.23667,1.67727
2020-12-22,3.78401,2.01531,1.6624,2.00652,2.26048,1.64622
2020-12-29,3.58247,1.95558,1.61761,1.94813,2.18743,1.65808
2021-01-05,3.57057,1.91113,1.65363,1.86049,2.18542,1.58274
2021-01-12,3.51963,1.90502,1.62505,1.82079,2.13679,1.57918
2021-01-19,3.95647,2.02147,1.77782,2.01384,2.3064,1.76565
2021-01-26,3.71341,2.05146,1.77964,1.89794,2.40809,1.70939
2021-02-02,3.7901,2.03923,1.95894,1.93104,2.43643,1.73755
2021-02-09,3.75306,2.01147,1.96942,1.95943,2.46175,1.76483
2021-02-16,3.49328,1.95196,1.9327,1.88577,2.35644,1.69271
2021-02-23,3.54291,1.93073,1.94827,1.91894,2.38634,1.74618
2021-03-02,3.22602,1.81156,1.8946,1.8494,2.29016,1.56444
2021-03-09,3.43756,1.89117,1.93421,1.98298,2.36489,1.64981
2021-03-16,3.42092,1.90908,1.9081,2.12633,2.37678,1.65888
2021-03-23,3.36547,1.88752,1.92434,2.10663,2.36922,1.62983
2021-03-30,3.49051,1.98018,2.08309,2.23767,2.50851,1.71456
2021-04-06,3.63856,2.07387,2.11046,2.25672,2.5774,1.75297
2021-04-13,3.73837,2.06934,2.15502,2.18935,2.6059,1.75823
2021-04-20,3.73504,2.09204,2.1778,2.19515,2.6342,1.61825
2021-04-27,3.6746,2.07823,2.24185,2.33669,2.53661,1.61448
2021-05-04,3.51685,1.95794,2.19177,2.21637,2.48948,1.54338
2021-05-11,3.50672,2.00698,2.17281,2.28511,2.46933,1.55052
2021-05-18,3.52977,1.99139,2.25261,2.35154,2.52573,1.59479
2021-05-25,3.46062,1.97794,2.25719,2.38124,2.52046,1.5945
2021-06-01,3.49644,1.96256,2.30823,2.4381,2.56215,1.56866
2021-06-08,3.62364,2.07662,2.36528,2.43948,2.62353,1.58524
2021-06-15,3.67418,2.11963,2.36721,2.40703,2.65119,1.57608
2021-06-22,3.74305,2.11345,2.37403,2.57617,2.71267,1.69033
2021-06-29,3.88691,2.15462,2.40959,2.56936,2.80281,1.69335
2021-07-06,4.01299,2.28201,2.44413,2.5582,2.79948,1.70391
2021-07-13,3.95606,2.17832,2.4196,2.44078,2.79635,1.68796
2021-07-20,4.13769,2.27051,2.61411,2.69801,2.91789,1.63788
2021-07-27,4.04132,2.04447,2.54569,2.54944,2.87519,1.63363
2021-08-03,4.05715,2.05084,2.58336,2.61941,2.91062,1.64892
2021-08-10,4.20313,2.02453,2.60047,2.65527,2.97392,1.64242
2021-08-17,4.16391,2.0042,2.64135,2.63202,3.07537,1.75471
2021-08-24,4.25875,2.09975,2.72315,2.75741,3.07054,1.79546
2021-08-31,4.29158,2.13441,2.71015,2.72553,3.04576,1.87268
2021-09-07,4.15946,2.1216,2.68563,2.72735,3.00378,1.86874
2021-09-14,3.97562,2.05935,2.60236,2.5766,2.97658,1.82479
2021-09-21,4.0432,2.09008,2.64886,2.56125,2.97526,1.87937
2021-09-28,3.86993,1.95751,2.50405,2.36313,2.8634,1.91333
2021-10-05,3.972,1.99219,2.59919,2.35748,2.97587,1.98846
2021-10-12,4.07602,2.1152,2.67619,2.42912,3.10796,2.02312
2021-10-19,4.13415,2.03765,2.5978,2.38095,3.11646,2.12995
2021-10-26,4.14305,2.03626,2.69141,2.39029,3.33128,2.16011
2021-11-02,4.18422,2.14112,2.79582,2.45288,3.40835,2.06587
2021-11-09,4.17807,2.17592,2.79651,2.51764,3.39904,2.15428
2021-11-16,4.48502,2.19242,2.75327,2.47019,3.43707,2.09044
2021-11-23,4.46329,2.18567,2.73522,2.44861,3.41094,2.10516
2021-11-30,4.60479,2.10331,2.69184,2.30257,3.30515,1.94295
2021-12-07,4.89502,2.08121,2.74627,2.42296,3.439,1.91717
2021-12-14,4.72818,2.05067,2.66572,2.35748,3.24152,1.88286
2021-12-21,5.02287,2.08246,2.77172,2.50764,3.46991,1.94431
2021-12-28,5.06967,2.09148,2.71576,2.4523,3.39189,1.89437
2022-01-04,4.79614,1.98202,2.59407,2.37646,3.18437,1.71196
2022-01-11,4.82065,1.99002,2.61677,2.4042,3.14313,1.66706
2022-01-18,4.50173,1.77408,2.44053,2.23622,3.003,1.22772
2022-01-25,4.86828,1.83581,2.54024,2.26918,3.15103,1.35454
2022-02-01,4.78138,1.93844,2.60089,1.62919,3.0494,1.27513
2022-02-08,4.70994,1.90446,2.53278,1.57696,2.98912,1.2576
2022-02-15,4.66587,1.87297,2.44232,1.49337,2.91748,1.24085
2022-02-22,4.60508,1.88478,2.52513,1.52865,3.03378,1.25109
2022-03-01,4.44276,1.68705,2.36738,1.35799,2.83193,1.11074
2022-03-08,4.20068,1.74105,2.37256,1.3519,2.80685,1.04969
2022-03-15,4.61233,1.98209,2.55484,1.53198,3.03754,1.18789
2022-03-22,4.89735,2.07413,2.65727,1.61963,3.15471,1.20032
2022-03-29,4.97656,2.06622,2.68895,1.69424,3.19806,1.24152
2022-04-05,4.62265,1.85482,2.42976,1.56798,2.8964,1.10357
2022-04-12,4.60368,1.87523,2.3954,1.52677,2.84827,1.07141
2022-04-19,4.5426,1.79286,2.30721,1.35451,2.8503,0.66566
2022-04-26,4.40539,1.52807,2.19315,1.52937,2.88838,0.63252
2022-05-03,4.24084,1.33524,2.1169,1.4213,2.68643,0.54893
2022-05-10,4.06497,1.36005,2.14889,1.44904,2.65515,0.59146
2022-05-17,3.9971,1.32011,2.09037,1.42144,2.64652,0.59441
2022-05-24,4.17948,1.41327,2.11157,1.41347,2.78082,0.61898
2022-05-31,4.08173,1.53163,2.19041,1.4071,2.73512,0.62517
2022-06-07,3.68344,1.27241,2.0007,1.18986,2.46553,0.53812
2022-06-14,3.6745,1.3037,2.01922,1.18609,2.52038,0.55657
2022-06-21,3.9566,1.38962,2.18314,1.22774,2.69584,0.5998
2022-06-28,3.88035,1.3447,2.04197,1.15922,2.6418,0.57065
2022-07-05,4.04625,1.37158,2.18127,1.17986,2.69197,0.56238
2022-07-12,4.1077,1.39625,2.05749,1.21137,2.58755,0.60544
2022-07-19,4.27193,1.48683,2.02566,1.20717,2.63416,0.69293
2022-07-26,4.51101,1.66173,2.16176,1.15849,2.82936,0.71735
2022-08-02,4.60486,1.71107,2.21155,1.23325,2.85287,0.74044
2022-08-09,4.84396,1.75734,2.30028,1.31032,2.9867,0.78997
2022-08-16,4.68677,1.63509,2.15408,1.18109,2.82672,0.7184
2022-08-23,4.51364,1.59299,2.06554,1.15299,2.70503,0.71215
2022-08-30,4.35786,1.56501,2.03446,1.16132,2.6115,0.71704
2022-09-06,4.57098,1.67474,2.09418,1.2239,2.71951,0.75008
2022-09-13,4.32066,1.53003,1.94405,1.07222,2.49381,0.77259
2022-09-20,4.21689,1.41331,1.8497,0.98783,2.4217,0.71057
2022-09-27,3.98419,1.42227,1.85887,1.00406,2.45526,0.75804
2022-10-04,3.92741,1.39514,1.84783,0.96914,2.33807,0.72931
2022-10-11,3.98307,1.39662,1.88658,0.97095,2.42252,0.77726
2022-10-18,4.17997,1.47063,1.92757,0.93966,2.52165,0.8957
2022-10-25,4.28877,1.25731,1.77201,0.67483,2.36745,0.9256
2022-11-01,3.88546,1.11113,1.65951,0.70062,2.324,0.82007
2022-11-08,4.15413,1.20883,1.79766,0.82738,2.46352,0.94904
2022-11-15,4.14657,1.13482,1.79391,0.7958,2.46862,0.90394
2022-11-22,4.04039,1.15311,1.80178,0.78798,2.47261,0.89164
2022-11-29,4.1079,1.11702,1.86954,0.88685,2.55893,0.99128
2022-12-06,4.04795,1.11138,1.75142,0.83093,2.58256,0.99949
2022-12-13,3.7084,1.04228,1.66887,0.82926,2.45921,0.91425
2022-12-20,3.69412,1.04633,1.68122,0.85505,2.44162,0.93537
2022-12-27,3.64005,1.03098,1.661,0.87171,2.45277,0.93512
2023-01-03,3.64621,1.07222,1.66231,0.93785,2.32288,0.99946
2023-01-10,3.77536,1.20429,1.73719,0.99225,2.44673,1.05543
2023-01-17,3.95326,1.19692,1.89463,1.03781,2.481,1.13344
2023-01-24,4.00621,1.23411,1.8336,1.06527,2.48233,1.11978
2023-01-31,4.25078,1.25412,1.93693,1.34777,2.62613,1.14632
2023-02-07,4.31018,1.22172,1.77838,1.29975,2.77494,1.13709
2023-02-14,4.28028,1.193,1.7707,1.2523,2.63932,1.10344
2023-02-21,4.15037,1.15078,1.68665,1.22811,2.56493,1.02439
2023-02-28,4.31619,1.15065,1.78923,1.33937,2.63373,0.9895
2023-03-07,4.22192,1.13445,1.71585,1.31039,2.60348,0.93077
2023-03-14,4.41636,1.19926,1.9081,1.43289,2.79122,0.96762
2023-03-21,4.44105,1.20331,1.92926,1.46932,2.83377,1.03907
2023-03-28,4.66243,1.25694,1.96389,1.54343,2.94501,1.10446
2023-04-04,4.54627,1.254,2.00208,1.5556,2.96716,1.075
2023-04-11,4.63606,1.26099,1.99216,1.58537,2.96111,1.05512
2023-04-18,4.63886,1.30358,1.9989,1.5414,2.88903,1.04338
2023-04-25,4.75839,1.25252,2.0163,1.76154,3.13295,1.02784
2023-05-02,4.8681,1.29892,2.02623,1.68975,3.16464,1.05033
2023-05-09,4.82798,1.36483,2.18946,1.73024,3.17294,1.06517
2023-05-16,4.8945,1.41159,2.35626,1.79877,3.29311,1.15117
2023-05-23,4.92906,1.47419,2.34802,1.89815,3.42063,1.2015
2023-05-30,5.04566,1.53789,2.37048,1.96588,3.45198,1.2797
2023-06-06,5.16395,1.55347,2.3278,1.96342,3.40995,1.34449
2023-06-13,5.1957,1.54022,2.32237,2.03549,3.51764,1.36982
2023-06-20,5.20553,1.5628,2.22934,2.01717,3.37655,1.31902
2023-06-27,5.40755,1.59827,2.25685,2.07186,3.47304,1.39989
2023-07-04,5.29938,1.56035,2.18778,2.13039,3.40974,1.40074
2023-07-11,5.45054,1.63927,2.34109,2.25005,3.55257,1.42719
2023-07-18,5.4157,1.58084,2.28156,2.11235,3.5462,1.35844
2023-07-25,5.51966,1.64074,2.49179,2.30786,3.45177,1.39205
2023-08-01,5.02515,1.74556,2.46988,2.29308,3.39207,1.39773
2023-08-08,5.04229,1.7253,2.46783,2.21796,3.3297,1.35657
2023-08-15,4.94725,1.65301,2.41354,2.09996,3.3075,1.29476
2023-08-22,5.06964,1.63411,2.46708,2.10257,3.33324,1.32574
2023-08-29,5.33045,1.69523,2.56086,2.1469,3.38432,1.39494
2023-09-05,5.04629,1.75636,2.57846,2.22789,3.47988,1.41232
2023-09-12,5.00718,1.71806,2.6013,2.1916,3.38844,1.25071
2023-09-19,4.954,1.61116,2.47419,2.17914,3.26981,1.22027
2023-09-26,4.88845,1.58894,2.53035,2.22253,3.31368,1.20609
2023-10-03,5.03588,1.57422,2.61141,2.30612,3.39626,1.22392
2023-10-10,5.02828,1.62687,2.62994,2.32633,3.4253,1.14423
2023-10-17,4.86735,1.55335,2.58145,2.27461,3.39112,1.29016
2023-10-24,4.7911,1.62883,2.35401,2.19239,3.47339,1.30044
2023-10-31,5.04263,1.71512,2.46071,2.28758,3.67131,1.37864
2023-11-07,5.19934,1.7501,2.50171,2.38457,3.77582,1.40997
2023-11-14,5.39353,1.79355,2.58183,2.46266,3.88662,1.50463
2023-11-21,5.34677,1.81318,2.58426,2.42448,3.90658,1.51953
2023-11-28,5.33663,1.77771,2.44536,2.31815,3.80887,1.4394
2023-12-05,5.44227,1.7906,2.52155,2.35625,3.83116,1.45839
2023-12-12,5.51862,1.891,2.56816,2.49634,3.84509,1.54157
2023-12-19,5.4541,1.88302,2.67168,2.55987,3.865,1.5436
2023-12-26,5.42396,1.86486,2.63818,2.564,3.88007,1.54398
